0, 60, Diagonal
0.01, 60, Diagonal
0.02, 60, Diagonal
0.03, 60, Diagonal
0.04, 60, Diagonal
0.05, 30, Horizontal
0.06, 30, Horizontal
0.07, 15, Horizontal
0.08, 10, Horizontal
0.09, 10, Horizontal
0.1, 10, Horizontal
0.11, 6, Horizontal
0.12, 6, Horizontal
0.13, 5, Horizontal
0.14, 5, Horizontal
0.15, 5, Horizontal
0.16, 5, Horizontal
0.17, 5, Horizontal
0.18, 5, Horizontal
0.19, 5, Horizontal
0.2, 3, Horizontal
0.21, 3, Horizontal
0.22, 3, Horizontal
0.23, 3, Horizontal
0.24, 3, Horizontal
0.25, 3, Horizontal
0.26, 3, Horizontal
0.27, 3, Horizontal
0.28, 3, Horizontal
0.29, 3, Horizontal
0.3, 3, Horizontal
0.31, 3, Horizontal
0.32, 3, Horizontal
0.33, 3, Horizontal
0.34, 3, Horizontal
0.35, 3, Horizontal
0.36, 3, Horizontal
0.37, 3, Horizontal
0.38, 3, Horizontal
0.39, 3, Horizontal
0.4, 3, Horizontal
0.41, 3, Horizontal
0.42, 3, Horizontal
0.43, 3, Horizontal
0.44, 3, Horizontal
0.45, 3, Horizontal
0.46, 3, Horizontal
0.47, 3, Horizontal
0.48, 3, Horizontal
0.49, 3, Horizontal
0.5, 3, Horizontal
0.51, 3, Horizontal
0.52, 3, Horizontal
0.53, 3, Horizontal
0.54, 3, Horizontal
0.55, 3, Horizontal
0.56, 3, Horizontal
0.57, 3, Horizontal
0.58, 3, Horizontal
0.59, 3, Horizontal
0.6, 3, Horizontal
0.61, 3, Horizontal
0.62, 3, Horizontal
0.63, 3, Horizontal
0.64, 3, Horizontal
0.65, 3, Horizontal
0.66, 3, Horizontal
0.67, 3, Horizontal
0.68, 3, Horizontal
0.69, 3, Horizontal
0.7, 3, Horizontal
0.71, 3, Horizontal
0.72, 3, Horizontal
0.73, 3, Horizontal
0.74, 3, Horizontal
0.75, 1, Diagonal
0.76, 1, Diagonal
0.77, 1, Diagonal
0.78, 1, Diagonal
0.79, 1, Diagonal
0.8, 1, Diagonal
