0, 60, Diagonal
0.0166667, 60, Diagonal
0.0333333, 60, Diagonal
0.05, 30, Horizontal
0.0666667, 15, Horizontal
0.0833333, 10, Horizontal
0.1, 10, Horizontal
0.116667, 6, Horizontal
0.133333, 5, Horizontal
0.15, 5, Horizontal
0.166667, 5, Horizontal
0.183333, 5, Horizontal
0.2, 3, Horizontal
0.216667, 3, Horizontal
0.233333, 3, Horizontal
0.25, 3, Horizontal
0.266667, 3, Horizontal
0.283333, 3, Horizontal
0.3, 3, Horizontal
0.316667, 3, Horizontal
0.333333, 3, Horizontal
0.35, 3, Horizontal
0.366667, 3, Horizontal
0.383333, 3, Horizontal
0.4, 3, Horizontal
0.416667, 3, Horizontal
0.433333, 3, Horizontal
0.45, 3, Horizontal
0.466667, 3, Horizontal
0.483333, 3, Horizontal
0.5, 3, Horizontal
