1	 -7663.448211655032500000	 -7200.000000000000000000	 -463.448211655032650000
2	 -8670.579000633968500000	 -9000.000000000000000000	 329.420999366031250000
3	 -8801.514288658791000000	 -9600.000000000000000000	 798.485711341208570000
4	 -8770.238889560980200000	 -9960.000000000000000000	 1189.761110439019400000
5	 -8758.298068796813800000	 -10080.000000000000000000	 1321.701931203185500000
6	 -8716.094835652289500000	 -10200.000000000000000000	 1483.905164347710300000
7	 -8650.003019486455700000	 -10320.000000000000000000	 1669.996980513545200000
8	 -8643.990194235906500000	 -10320.000000000000000000	 1676.009805764094400000
9	 -8566.220749398311500000	 -10440.000000000000000000	 1873.779250601688300000
10	 -8574.080340052771100000	 -10440.000000000000000000	 1865.919659947228900000
11	 -8558.488990356847400000	 -10440.000000000000000000	 1881.511009643152900000
12	 -8447.618540836385400000	 -10560.000000000000000000	 2112.381459163614200000
13	 -8455.074441895430900000	 -10560.000000000000000000	 2104.925558104568200000
14	 -8459.925058283030000000	 -10560.000000000000000000	 2100.074941716969500000
15	 -8461.710628669661700000	 -10560.000000000000000000	 2098.289371330339200000
16	 -8459.503856778599600000	 -10560.000000000000000000	 2100.496143221401300000
17	 -8451.392832494049800000	 -10560.000000000000000000	 2108.607167505951100000
18	 -8432.869030517427700000	 -10560.000000000000000000	 2127.130969482571300000
19	 -8389.353091736367800000	 -10560.000000000000000000	 2170.646908263631300000
20	 -8289.756326709806700000	 -10680.000000000000000000	 2390.243673290192900000
21	 -8292.299598846300800000	 -10680.000000000000000000	 2387.700401153698700000
22	 -8294.533793613831200000	 -10680.000000000000000000	 2385.466206386167900000
23	 -8296.473990478098100000	 -10680.000000000000000000	 2383.526009521901000000
24	 -8298.132687038378200000	 -10680.000000000000000000	 2381.867312961622700000
25	 -8299.520145982343800000	 -10680.000000000000000000	 2380.479854017656600000
26	 -8300.644664172614300000	 -10680.000000000000000000	 2379.355335827386600000
27	 -8301.512779774442600000	 -10680.000000000000000000	 2378.487220225558300000
28	 -8302.129428912141500000	 -10680.000000000000000000	 2377.870571087858500000
29	 -8302.498060106636300000	 -10680.000000000000000000	 2377.501939893363200000
30	 -8302.620712279078400000	 -10680.000000000000000000	 2377.379287720922100000
31	 -8302.498060107198400000	 -10680.000000000000000000	 2377.501939892802100000
32	 -8302.129428913587600000	 -10680.000000000000000000	 2377.870571086412400000
33	 -8301.512779776725400000	 -10680.000000000000000000	 2378.487220223274100000
34	 -8300.644664173709300000	 -10680.000000000000000000	 2379.355335826289800000
35	 -8299.520145982922300000	 -10680.000000000000000000	 2380.479854017078200000
36	 -8298.132687039667900000	 -10680.000000000000000000	 2381.867312960331700000
37	 -8296.473990479726100000	 -10680.000000000000000000	 2383.526009520273400000
38	 -8294.533793616192300000	 -10680.000000000000000000	 2385.466206383807300000
39	 -8292.299598849040200000	 -10680.000000000000000000	 2387.700401150960700000
40	 -8289.756326713009900000	 -10680.000000000000000000	 2390.243673286991000000
41	 -8286.885869070727500000	 -10680.000000000000000000	 2393.114130929272500000
42	 -8283.666511801937300000	 -10680.000000000000000000	 2396.333488198063200000
43	 -8280.072183824504500000	 -10680.000000000000000000	 2399.927816175496000000
44	 -8276.071470742534100000	 -10680.000000000000000000	 2403.928529257465900000
45	 -8271.626303399954800000	 -10680.000000000000000000	 2408.373696600044700000
46	 -8266.690188227103100000	 -10680.000000000000000000	 2413.309811772896400000
47	 -8261.205777256280300000	 -10680.000000000000000000	 2418.794222743719700000
48	 -8255.101462750430100000	 -10680.000000000000000000	 2424.898537249570800000
49	 -8248.286490199792800000	 -10680.000000000000000000	 2431.713509800207200000
50	 -8240.643747372802000000	 -10680.000000000000000000	 2439.356252627197600000
51	 -8232.018769740925600000	 -10680.000000000000000000	 2447.981230259074000000
52	 -8222.202308356838300000	 -10680.000000000000000000	 2457.797691643162600000
53	 -8210.901349550606000000	 -10680.000000000000000000	 2469.098650449394000000
54	 -8197.688029564589700000	 -10680.000000000000000000	 2482.311970435410800000
55	 -8181.902636728004800000	 -10680.000000000000000000	 2498.097363271995200000
56	 -8162.450567134548700000	 -10680.000000000000000000	 2517.549432865450900000
57	 -8137.316232124881900000	 -10680.000000000000000000	 2542.683767875118500000
58	 -8102.144402276631800000	 -10680.000000000000000000	 2577.855597723368200000
59	 -8044.487255434411100000	 -10680.000000000000000000	 2635.512744565589400000
60	 -8019.553160358142100000	 -10800.000000000000000000	 2780.446839641857900000
61	 -8019.553160358142100000	 -10800.000000000000000000	 2780.446839641857900000
62	 -8019.553160358142100000	 -10800.000000000000000000	 2780.446839641857900000
63	 -8019.553160358142100000	 -10800.000000000000000000	 2780.446839641857900000
64	 -8019.553160358142100000	 -10800.000000000000000000	 2780.446839641857900000
65	 -8019.553160358142100000	 -10800.000000000000000000	 2780.446839641857900000
