0.61, 0.0384163, 0.00191632, 7.67551e-06
0.615, 0.0382586, 0.00190058, 7.55826e-06
0.125, 0, 0, 0
0.12, 0.163299, 0.0266667, 0.000711111
0.015, 0.0854084, 0.00739467, 5.76661e-05
0.17, 0.129556, 0.0224176, 0.000932625
1.13, 0.0333743, 0.00142051, 4.07476e-06
0.03, 0.203707, 0.0423663, 0.00186512
0.105, 0.188562, 0.0355556, 0.0012642
0.375, 0.0357183, 0.00250659, 1.85735e-05
0.035, 0.172539, 0.0299719, 0.000911366
0.01, 0.0142817, 0.000210241, 5.28595e-08
0.165, 0.326598, 0.106666, 0.0113777
0.155, 0.249444, 0.0622223, 0.00387162
0.385, 0.0359858, 0.00243962, 1.72589e-05
0.38, 0.0359681, 0.0024792, 1.789e-05
0.37, 0.0354622, 0.00252671, 1.90908e-05
0.115, 0.163299, 0.0266667, 0.000711111
0.195, 0.107593, 0.0156484, 0.00056433
0.705, 0.0371178, 0.00176701, 6.39728e-06
0.715, 0.0370218, 0.0017553, 6.29156e-06
0.1, 0.188562, 0.0355556, 0.0012642
0.095, 0.249444, 0.0622222, 0.0038716
0.11, 0.0942809, 0.00888889, 7.90123e-05
0.16, 0.0942806, 0.00888885, 7.90118e-05
0.2, 0.0946084, 0.0117196, 0.000234797
0.72, 0.0369149, 0.00174584, 6.22561e-06
0.02, 0.0447911, 0.00206143, 4.90741e-06
0.905, 0.0349716, 0.00155926, 4.91256e-06
0.895, 0.0350412, 0.00156692, 4.97408e-06
0.71, 0.0369931, 0.00175406, 6.29934e-06
0.025, 0.24592, 0.0617894, 0.00410366
0.77, 0.0363134, 0.00168637, 5.79018e-06
0.675, 0.0375682, 0.00181325, 6.74596e-06
0.91, 0.0349283, 0.00155651, 4.89971e-06
0.235, 0.0546398, 0.00573468, 7.84439e-05
0.665, 0.0376503, 0.00182405, 6.85879e-06
0.9, 0.0350134, 0.00156404, 4.94814e-06
0.255, 0.0530551, 0.00547282, 7.1234e-05
0.605, 0.0384306, 0.0019198, 7.71318e-06
0.76, 0.0364219, 0.00169767, 5.87847e-06
0.185, 0.100994, 0.0117227, 0.000196788
0.27, 0.0476968, 0.0047994, 5.97193e-05
0.265, 0.0493322, 0.00499858, 6.34775e-05
0.67, 0.037576, 0.00181716, 6.81002e-06
0.26, 0.0509574, 0.00517581, 6.46836e-05
0.765, 0.0363961, 0.00169483, 5.85711e-06
0.86, 0.0353773, 0.00159607, 5.14006e-06
0.34, 0.0356901, 0.00285765, 2.51053e-05
0.23, 0.0598596, 0.00637793, 9.01653e-05
0.335, 0.0352917, 0.00286998, 2.55404e-05
0.24, 0.0598444, 0.00647245, 0.000103169
0.175, 0.131026, 0.0273521, 0.00141401
0.595, 0.0385207, 0.00193373, 7.86543e-06
0.19, 0.119682, 0.0194052, 0.000713836
0.18, 0.146797, 0.0280486, 0.00118844
0.59, 0.0386118, 0.00194644, 7.97598e-06
0.6, 0.0384432, 0.00192465, 7.77603e-06
0.33, 0.0361759, 0.00300828, 2.76663e-05
0.69, 0.0373083, 0.00178796, 6.57628e-06
0.685, 0.0373731, 0.00179452, 6.61656e-06
0.695, 0.0373118, 0.0017859, 6.53924e-06
0.87, 0.0352279, 0.00158537, 5.09931e-06
0.68, 0.0374295, 0.00180063, 6.67178e-06
0.08, 0.249444, 0.0622222, 0.0038716
0.865, 0.0353421, 0.00159451, 5.1427e-06
0.7, 0.0371523, 0.0017718, 6.43784e-06
1.24, 0.0328083, 0.00137258, 3.79649e-06
0.075, 0.188562, 0.0355556, 0.0012642
0.09, 0.188559, 0.0355544, 0.00126412
0.085, 0.188562, 0.0355556, 0.0012642
1.125, 0.033432, 0.00142567, 4.09968e-06
1.25, 0.0328232, 0.00137233, 3.78493e-06
1.245, 0.0328011, 0.00137095, 3.78188e-06
0.35, 0.0351274, 0.00269279, 2.23824e-05
0.345, 0.0352019, 0.00275967, 2.36515e-05
0.355, 0.0351527, 0.00264966, 2.15253e-05
0.005, 0.0225506, 0.000719943, 1.32088e-06
0.13, 0.163299, 0.0266667, 0.000711111
0.365, 0.0354998, 0.00257345, 1.98935e-05
1.14, 0.0333294, 0.00141585, 4.04453e-06
0.36, 0.0356003, 0.00264572, 2.12363e-05
0.14, 0.163299, 0.0266667, 0.000711111
0.135, 0.326599, 0.106667, 0.0113778
0.31, 0.0377207, 0.00337536, 3.42747e-05
0.15, 0.0942809, 0.00888889, 7.90123e-05
0.835, 0.0355944, 0.00161827, 5.31334e-06
0.145, 0.249444, 0.0622222, 0.0038716
0.84, 0.0355802, 0.00161634, 5.28808e-06
0.85, 0.0354512, 0.00160516, 5.22689e-06
0.855, 0.0354306, 0.0016031, 5.21154e-06
0.845, 0.0354832, 0.00160892, 5.26004e-06
0.755, 0.0365026, 0.00170553, 5.93825e-06
0.75, 0.0365573, 0.00171064, 5.96287e-06
1.135, 0.0333389, 0.00141729, 4.046e-06
0.64, 0.0379885, 0.00186232, 7.17646e-06
0.225, 0.0681288, 0.00789331, 0.000150658
0.645, 0.0378917, 0.00185212, 7.09279e-06
0.66, 0.0377245, 0.00183258, 6.92954e-06
0.21, 0.0685805, 0.00757551, 0.00011522
0.65, 0.0378149, 0.00184382, 7.04197e-06
0.655, 0.0377607, 0.00183895, 7.00556e-06
0.22, 0.0733945, 0.00884698, 0.000219722
0.205, 0.097288, 0.0126646, 0.000304197
0.215, 0.076433, 0.00949696, 0.000254246
0.305, 0.0379602, 0.00344682, 3.58108e-05
0.285, 0.0414978, 0.00401284, 4.61219e-05
