Local Calc, Lattice Calc, Clock Local Calc, Clock Lattice Calc, Dipolar Local Calc, Dipolar Lattice Calc
0.0657193, 0.0657193, -0, 0, 0.0657193, 0.0657193
3.67925, 3.67925, 4, 4, -0.320754, -0.320754
0, 0, -0, 0, 0, 0
0.428633, 0.428633, 1, 1, -0.571367, -0.571367
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
3.48532, 3.48532, 4, 4, -0.514682, -0.514682
9.73647, 9.73647, 10, 10, -0.263528, -0.263528
0.711545, 0.711545, 1, 1, -0.288455, -0.288455
0, 0, -0, 0, 0, 0
8.58872, 8.58872, 8, 8, 0.588717, 0.588717
0, 0, -0, 0, 0, 0
2.96512, 2.96512, 3, 3, -0.0348813, -0.0348813
9.09658, 9.09658, 9, 9, 0.09658, 0.09658
9.24246, 9.24246, 9, 9, 0.242463, 0.242463
0.549183, 0.549183, 1, 1, -0.450817, -0.450817
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
3.45391, 3.45391, 4, 4, -0.546087, -0.546087
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
3.69209, 3.69209, 4, 4, -0.307913, -0.307913
9.62143, 9.62143, 10, 10, -0.378566, -0.378566
9.60862, 9.60862, 10, 10, -0.391384, -0.391384
0, 0, -0, 0, 0, 0
3.17687, 3.17687, 3, 3, 0.176869, 0.176869
0.996126, 0.996126, 2, 2, -1.00387, -1.00387
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
8.63397, 8.63397, 8, 8, 0.633975, 0.633975
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
4.61961, 4.61961, 4.5, 4.5, 0.119608, 0.119608
3.14466, 3.14466, 3, 3, 0.144664, 0.144664
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
2.44682, 2.44682, 3.5, 3.5, -1.05318, -1.05318
9, 9, 9, 9, 0, 0
9.07103, 9.07103, 9, 9, 0.0710289, 0.0710289
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.49357, 9.49357, 10, 10, -0.50643, -0.50643
4.61229, 4.61229, 4.5, 4.5, 0.112294, 0.112294
9, 9, 9, 9, 0, 0
10.4128, 10.4128, 12, 12, -1.58716, -1.58716
0.418588, 0.418588, 1, 1, -0.581412, -0.581412
0.21704, 0.21704, -1.11022e-16, 0, 0.21704, 0.21704
3.21051, 3.21051, 3, 3, 0.210514, 0.210514
-0.0588182, -0.0588182, -1.11022e-16, 0, -0.0588182, -0.0588182
4.5, 4.5, 4.5, 4.5, 0, 0
2.64953, 2.64953, 2, 2, 0.649532, 0.649532
3, 3, 3, 3, 0, 0
2.92953, 2.92953, 3, 3, -0.0704702, -0.0704702
1.4372, 1.4372, 3, 3, -1.5628, -1.5628
6, 6, 6, 6, 0, 0
3.7775, 3.7775, 4, 4, -0.222498, -0.222498
0.702786, 0.702786, 1, 1, -0.297214, -0.297214
4.45245, 4.45245, 4.5, 4.5, -0.0475515, -0.0475515
2.54441, 2.54441, 3.5, 3.5, -0.955591, -0.955591
2.71754, 2.71754, 3.5, 3.5, -0.782458, -0.782458
0.500797, 0.500797, 1, 1, -0.499203, -0.499203
3.03977, 3.03977, 3, 3, 0.0397725, 0.0397725
3.43912, 3.43912, 4, 4, -0.56088, -0.56088
7.5, 7.5, 7.5, 7.5, 0, 0
0.226073, 0.226073, -0, 0, 0.226073, 0.226073
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
8.17487, 8.17487, 7, 7, 1.17487, 1.17487
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
4.47293, 4.47293, 4.5, 4.5, -0.027066, -0.027066
2.20501, 2.20501, 2.5, 2.5, -0.294989, -0.294989
-0.021131, -0.021131, -0, 0, -0.021131, -0.021131
9, 9, 9, 9, 0, 0
9.44541, 9.44541, 10, 10, -0.554587, -0.554587
3.74209, 3.74209, 4, 4, -0.257913, -0.257913
3.48806, 3.48806, 4, 4, -0.511937, -0.511937
0, 0, -0, 0, 0, 0
0.134283, 0.134283, -0, 0, 0.134283, 0.134283
2.14273, 2.14273, 2.5, 2.5, -0.357273, -0.357273
9, 9, 9, 9, 0, 0
10.1865, 10.1865, 11, 11, -0.813487, -0.813487
4.50973, 4.50973, 4.5, 4.5, 0.00973006, 0.00973006
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
8.79537, 8.79537, 8, 8, 0.795373, 0.795373
9.59356, 9.59356, 10, 10, -0.406435, -0.406435
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
8.49814, 8.49814, 8, 8, 0.498135, 0.498135
3, 3, 3, 3, 0, 0
8.09215, 8.09215, 7, 7, 1.09215, 1.09215
0.093523, 0.093523, -1.11022e-16, 0, 0.093523, 0.093523
0, 0, -0, 0, 0, 0
9.38067, 9.38067, 10, 10, -0.619326, -0.619326
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
0.697302, 0.697302, 1, 1, -0.302698, -0.302698
0, 0, -0, 0, 0, 0
8.6958, 8.6958, 8, 8, 0.695799, 0.695799
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
3.5124, 3.5124, 4, 4, -0.487597, -0.487597
9.28919, 9.28919, 9, 9, 0.289194, 0.289194
3.39584, 3.39584, 4, 4, -0.604162, -0.604162
9.37279, 9.37279, 10, 10, -0.627211, -0.627211
1.79735, 1.79735, 1.5, 1.5, 0.297352, 0.297352
3.97277, 3.97277, 3.5, 3.5, 0.472769, 0.472769
3.5856, 3.5856, 4, 4, -0.414402, -0.414402
9.47764, 9.47764, 10, 10, -0.52236, -0.52236
1.99912, 1.99912, 2.5, 2.5, -0.50088, -0.50088
4.5, 4.5, 4.5, 4.5, 0, 0
1.74825, 1.74825, 1.5, 1.5, 0.248249, 0.248249
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
9.0759, 9.0759, 9, 9, 0.0759041, 0.0759041
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
1.75563, 1.75563, 1.5, 1.5, 0.255633, 0.255633
-0.151494, -0.151494, -1.11022e-16, 0, -0.151494, -0.151494
3.38397, 3.38397, 4, 4, -0.616028, -0.616028
9, 9, 9, 9, 0, 0
0.456331, 0.456331, 1, 1, -0.543669, -0.543669
7.5, 7.5, 7.5, 7.5, 0, 0
9.48878, 9.48878, 10, 10, -0.511216, -0.511216
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
4.60145, 4.60145, 4.5, 4.5, 0.101449, 0.101449
4.58162, 4.58162, 4.5, 4.5, 0.0816168, 0.0816168
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
0.0829095, 0.0829095, -0, 0, 0.0829095, 0.0829095
10.4211, 10.4211, 12, 12, -1.57891, -1.57891
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.142675, 0.142675, -1.11022e-16, 0, 0.142675, 0.142675
0, 0, -0, 0, 0, 0
0.147378, 0.147378, 1.11022e-16, 0, 0.147378, 0.147378
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
1.63282, 1.63282, 1.5, 1.5, 0.132819, 0.132819
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.61638, 9.61638, 10, 10, -0.383616, -0.383616
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
1.19433, 1.19433, 2, 2, -0.805668, -0.805668
3, 3, 3, 3, 0, 0
3, 3, 3, 3, 0, 0
0, 0, -0, 0, 0, 0
9.96739, 9.96739, 11, 11, -1.03261, -1.03261
4.63412, 4.63412, 4.5, 4.5, 0.13412, 0.13412
10.1676, 10.1676, 11, 11, -0.832357, -0.832357
0.0319224, 0.0319224, -0, 0, 0.0319224, 0.0319224
10.5905, 10.5905, 12, 12, -1.40953, -1.40953
3.45097, 3.45097, 4, 4, -0.549032, -0.549032
0.0896516, 0.0896516, -1.11022e-16, 0, 0.0896516, 0.0896516
2.17465, 2.17465, 1, 1, 1.17465, 1.17465
7.5, 7.5, 7.5, 7.5, 0, 0
0.52245, 0.52245, 1, 1, -0.47755, -0.47755
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.0281209, 0.0281209, -0, 0, 0.0281209, 0.0281209
1.502, 1.502, 3, 3, -1.498, -1.498
6, 6, 6, 6, 0, 0
9.68977, 9.68977, 10, 10, -0.31023, -0.31023
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9.17457, 9.17457, 9, 9, 0.174571, 0.174571
2.08405, 2.08405, 2.5, 2.5, -0.415954, -0.415954
4.5, 4.5, 4.5, 4.5, 0, 0
9.76141, 9.76141, 10, 10, -0.238588, -0.238588
9.45384, 9.45384, 10, 10, -0.546158, -0.546158
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
3.63278, 3.63278, 4, 4, -0.367216, -0.367216
0.621202, 0.621202, 1, 1, -0.378798, -0.378798
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
2.6145, 2.6145, 2, 2, 0.614497, 0.614497
0.491962, 0.491962, 1, 1, -0.508038, -0.508038
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
2.81281, 2.81281, 2, 2, 0.81281, 0.81281
9, 9, 9, 9, 0, 0
0.649058, 0.649058, 1, 1, -0.350942, -0.350942
9.65449, 9.65449, 10, 10, -0.345509, -0.345509
0, 0, -0, 0, 0, 0
8.58251, 8.58251, 8, 8, 0.582515, 0.582515
0.624448, 0.624448, 1, 1, -0.375552, -0.375552
3.05954, 3.05954, 3, 3, 0.059535, 0.059535
0, 0, -0, 0, 0, 0
4.28789, 4.28789, 3.5, 3.5, 0.787888, 0.787888
9, 9, 9, 9, 0, 0
0.61531, 0.61531, 1, 1, -0.38469, -0.38469
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
8.54391, 8.54391, 8, 8, 0.54391, 0.54391
9, 9, 9, 9, 0, 0
0.531194, 0.531194, 1, 1, -0.468806, -0.468806
2.06466, 2.06466, 2.5, 2.5, -0.43534, -0.43534
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
3.49348, 3.49348, 4, 4, -0.506524, -0.506524
1.53407, 1.53407, 3, 3, -1.46593, -1.46593
9, 9, 9, 9, 0, 0
2.53745, 2.53745, 2, 2, 0.537452, 0.537452
9.18144, 9.18144, 9, 9, 0.18144, 0.18144
9.74399, 9.74399, 10, 10, -0.256008, -0.256008
9.12647, 9.12647, 9, 9, 0.126467, 0.126467
4.59296, 4.59296, 4.5, 4.5, 0.0929567, 0.0929567
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.52156, 9.52156, 10, 10, -0.478442, -0.478442
3.35997, 3.35997, 4, 4, -0.64003, -0.64003
0.432137, 0.432137, 1, 1, -0.567863, -0.567863
2.06781, 2.06781, 2.5, 2.5, -0.432188, -0.432188
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
3.03822, 3.03822, 3, 3, 0.0382228, 0.0382228
9, 9, 9, 9, 0, 0
1.40612, 1.40612, 3, 3, -1.59388, -1.59388
10.3531, 10.3531, 12, 12, -1.6469, -1.6469
0.412748, 0.412748, 1, 1, -0.587252, -0.587252
9.17973, 9.17973, 9, 9, 0.17973, 0.17973
0, 0, -0, 0, 0, 0
9.17517, 9.17517, 9, 9, 0.175173, 0.175173
0, 0, -0, 0, 0, 0
2.53534, 2.53534, 2, 2, 0.535335, 0.535335
3.14632, 3.14632, 3, 3, 0.146325, 0.146325
1.86471, 1.86471, 2.5, 2.5, -0.635291, -0.635291
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.80293, 9.80293, 10, 10, -0.197067, -0.197067
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
2.50735, 2.50735, 3.5, 3.5, -0.992646, -0.992646
10.1735, 10.1735, 11, 11, -0.826488, -0.826488
0.56414, 0.56414, 1, 1, -0.43586, -0.43586
1.64801, 1.64801, 1.5, 1.5, 0.148006, 0.148006
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
4.74832, 4.74832, 4.5, 4.5, 0.248317, 0.248317
0, 0, -0, 0, 0, 0
0.465677, 0.465677, 1, 1, -0.534323, -0.534323
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
3.13155, 3.13155, 3, 3, 0.131551, 0.131551
9, 9, 9, 9, 0, 0
8.95235, 8.95235, 9, 9, -0.0476465, -0.0476465
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
3.41545, 3.41545, 4, 4, -0.584547, -0.584547
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
3.49994, 3.49994, 4, 4, -0.50006, -0.50006
0.174571, 0.174571, -0, 0, 0.174571, 0.174571
2.08405, 2.08405, 2.5, 2.5, -0.415954, -0.415954
4.62135, 4.62135, 4.5, 4.5, 0.12135, 0.12135
0.761412, 0.761412, 1, 1, -0.238588, -0.238588
0, 0, -0, 0, 0, 0
9.42911, 9.42911, 10, 10, -0.570888, -0.570888
0, 0, -0, 0, 0, 0
0.483711, 0.483711, 1, 1, -0.516289, -0.516289
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9.6212, 9.6212, 10, 10, -0.378798, -0.378798
4.55254, 4.55254, 4.5, 4.5, 0.0525413, 0.0525413
3.68216, 3.68216, 4, 4, -0.31784, -0.31784
2.6145, 2.6145, 2, 2, 0.614497, 0.614497
3, 3, 3, 3, 0, 0
8.59077, 8.59077, 8, 8, 0.590773, 0.590773
-0.0433258, -0.0433258, 1.11022e-16, 0, -0.0433258, -0.0433258
3.24657, 3.24657, 3, 3, 0.246565, 0.246565
9.51348, 9.51348, 10, 10, -0.486524, -0.486524
9.62959, 9.62959, 10, 10, -0.370411, -0.370411
3.63987, 3.63987, 4, 4, -0.360126, -0.360126
9.03087, 9.03087, 9, 9, 0.030868, 0.030868
8.56305, 8.56305, 8, 8, 0.563046, 0.563046
0.587393, 0.587393, 1, 1, -0.412607, -0.412607
2.94534, 2.94534, 3, 3, -0.0546623, -0.0546623
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
3.67837, 3.67837, 4, 4, -0.321627, -0.321627
3.55978, 3.55978, 4, 4, -0.440217, -0.440217
6, 6, 6, 6, 0, 0
3.19919, 3.19919, 3, 3, 0.199188, 0.199188
0, 0, -0, 0, 0, 0
9.72131, 9.72131, 10, 10, -0.278694, -0.278694
0, 0, -0, 0, 0, 0
2.14118, 2.14118, 2.5, 2.5, -0.358818, -0.358818
0, 0, -0, 0, 0, 0
9.63449, 9.63449, 10, 10, -0.365514, -0.365514
9.50667, 9.50667, 10, 10, -0.493331, -0.493331
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.163522, 0.163522, 1.11022e-16, 0, 0.163522, 0.163522
4.56516, 4.56516, 4.5, 4.5, 0.0651616, 0.0651616
2.14143, 2.14143, 2.5, 2.5, -0.358565, -0.358565
0, 0, -0, 0, 0, 0
9.44884, 9.44884, 10, 10, -0.551163, -0.551163
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
2.00478, 2.00478, 2.5, 2.5, -0.495216, -0.495216
9, 9, 9, 9, 0, 0
3.41132, 3.41132, 4, 4, -0.588683, -0.588683
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
9.13032, 9.13032, 9, 9, 0.130319, 0.130319
0, 0, -0, 0, 0, 0
0.198134, 0.198134, -0, 0, 0.198134, 0.198134
1.55284, 1.55284, 1.5, 1.5, 0.0528399, 0.0528399
0, 0, -0, 0, 0, 0
1.3915, 1.3915, 3, 3, -1.6085, -1.6085
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9.73519, 9.73519, 10, 10, -0.264812, -0.264812
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
1.6631, 1.6631, 1.5, 1.5, 0.163099, 0.163099
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0.816439, 0.816439, 1, 1, -0.183561, -0.183561
9, 9, 9, 9, 0, 0
-0.0992236, -0.0992236, -1.11022e-16, 0, -0.0992236, -0.0992236
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
0.364023, 0.364023, 1, 1, -0.635977, -0.635977
2.43661, 2.43661, 3.5, 3.5, -1.06339, -1.06339
9.22445, 9.22445, 9, 9, 0.224455, 0.224455
9.63467, 9.63467, 10, 10, -0.365329, -0.365329
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
4.60912, 4.60912, 4.5, 4.5, 0.10912, 0.10912
8.13818, 8.13818, 7, 7, 1.13818, 1.13818
1.63887, 1.63887, 1.5, 1.5, 0.138865, 0.138865
6, 6, 6, 6, 0, 0
8.95967, 8.95967, 9, 9, -0.0403319, -0.0403319
2.19733, 2.19733, 2.5, 2.5, -0.302666, -0.302666
4.5, 4.5, 4.5, 4.5, 0, 0
1.57915, 1.57915, 3, 3, -1.42085, -1.42085
9, 9, 9, 9, 0, 0
3.76691, 3.76691, 4, 4, -0.233088, -0.233088
9.52621, 9.52621, 10, 10, -0.47379, -0.47379
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
9.1165, 9.1165, 9, 9, 0.116499, 0.116499
6, 6, 6, 6, 0, 0
3.45384, 3.45384, 4, 4, -0.546158, -0.546158
9.35197, 9.35197, 10, 10, -0.64803, -0.64803
0, 0, -0, 0, 0, 0
0.0304878, 0.0304878, 1.11022e-16, 0, 0.0304878, 0.0304878
9.19325, 9.19325, 9, 9, 0.193247, 0.193247
9, 9, 9, 9, 0, 0
3.59846, 3.59846, 4, 4, -0.401535, -0.401535
4.5, 4.5, 4.5, 4.5, 0, 0
9.69678, 9.69678, 10, 10, -0.303223, -0.303223
2.64229, 2.64229, 2, 2, 0.642292, 0.642292
0.399205, 0.399205, 1, 1, -0.600795, -0.600795
0, 0, -0, 0, 0, 0
9.49385, 9.49385, 10, 10, -0.506145, -0.506145
6, 6, 6, 6, 0, 0
3.61417, 3.61417, 4, 4, -0.385832, -0.385832
0, 0, -0, 0, 0, 0
3.63951, 3.63951, 4, 4, -0.360488, -0.360488
4.52998, 4.52998, 4.5, 4.5, 0.0299755, 0.0299755
8.56268, 8.56268, 8, 8, 0.562683, 0.562683
0, 0, -0, 0, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
3.01643, 3.01643, 3, 3, 0.0164265, 0.0164265
4.62184, 4.62184, 4.5, 4.5, 0.121843, 0.121843
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9.47066, 9.47066, 10, 10, -0.529337, -0.529337
7.5, 7.5, 7.5, 7.5, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0.735596, 0.735596, 1, 1, -0.264404, -0.264404
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
0.635837, 0.635837, 1, 1, -0.364163, -0.364163
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
3.44065, 3.44065, 4, 4, -0.55935, -0.55935
8.51656, 8.51656, 8, 8, 0.516559, 0.516559
9.21282, 9.21282, 9, 9, 0.212817, 0.212817
0.785536, 0.785536, 1, 1, -0.214464, -0.214464
0.164873, 0.164873, 1.11022e-16, 0, 0.164873, 0.164873
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.426762, 0.426762, 1, 1, -0.573238, -0.573238
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
2.00389, 2.00389, 2.5, 2.5, -0.496109, -0.496109
0.340864, 0.340864, 1, 1, -0.659136, -0.659136
9.41716, 9.41716, 10, 10, -0.582843, -0.582843
2.07042, 2.07042, 2.5, 2.5, -0.429582, -0.429582
0, 0, -0, 0, 0, 0
0.0305198, 0.0305198, -1.11022e-16, 0, 0.0305198, 0.0305198
6, 6, 6, 6, 0, 0
9.17731, 9.17731, 9, 9, 0.177314, 0.177314
3.07231, 3.07231, 3, 3, 0.0723084, 0.0723084
8.87273, 8.87273, 9, 9, -0.127274, -0.127274
1.37688, 1.37688, 3, 3, -1.62312, -1.62312
10.3246, 10.3246, 12, 12, -1.67539, -1.67539
0.384575, 0.384575, 1, 1, -0.615425, -0.615425
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9.20656, 9.20656, 9, 9, 0.206564, 0.206564
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
1.6891, 1.6891, 1.5, 1.5, 0.1891, 0.1891
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.274717, 0.274717, 1, 1, -0.725283, -0.725283
3.79016, 3.79016, 4, 4, -0.209835, -0.209835
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
2.6551, 2.6551, 3.5, 3.5, -0.844896, -0.844896
0.663968, 0.663968, 1, 1, -0.336032, -0.336032
0.203106, 0.203106, 2.22045e-16, 0, 0.203106, 0.203106
9, 9, 9, 9, 0, 0
0.906648, 0.906648, 2, 2, -1.09335, -1.09335
9.25743, 9.25743, 9, 9, 0.257428, 0.257428
0.677445, 0.677445, 1, 1, -0.322555, -0.322555
-0.045421, -0.045421, -1.11022e-16, 0, -0.045421, -0.045421
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0.214991, 0.214991, -1.11022e-16, 0, 0.214991, 0.214991
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
4.46749, 4.46749, 4.5, 4.5, -0.0325109, -0.0325109
2.11453, 2.11453, 2.5, 2.5, -0.385472, -0.385472
-0.445111, -0.445111, -1, -1, 0.554889, 0.554889
3.65376, 3.65376, 4, 4, -0.346239, -0.346239
3.47251, 3.47251, 4, 4, -0.527494, -0.527494
3.28508, 3.28508, 3, 3, 0.285082, 0.285082
0.0708294, 0.0708294, 1.11022e-16, 0, 0.0708294, 0.0708294
9.58718, 9.58718, 10, 10, -0.412818, -0.412818
4.68917, 4.68917, 4.5, 4.5, 0.189174, 0.189174
7.5, 7.5, 7.5, 7.5, 0, 0
4.49404, 4.49404, 4.5, 4.5, -0.00595815, -0.00595815
1.14171, 1.14171, 2, 2, -0.85829, -0.85829
9.09151, 9.09151, 9, 9, 0.0915097, 0.0915097
6, 6, 6, 6, 0, 0
8.79377, 8.79377, 8, 8, 0.793767, 0.793767
4.4954, 4.4954, 4.5, 4.5, -0.00459713, -0.00459713
9.20823, 9.20823, 9, 9, 0.208227, 0.208227
9.67709, 9.67709, 10, 10, -0.322911, -0.322911
9, 9, 9, 9, 0, 0
0.0778929, 0.0778929, -0, 0, 0.0778929, 0.0778929
2.54083, 2.54083, 3.5, 3.5, -0.959168, -0.959168
2.42802, 2.42802, 2, 2, 0.428023, 0.428023
0.527384, 0.527384, 1, 1, -0.472616, -0.472616
3.68363, 3.68363, 2.5, 2.5, 1.18363, 1.18363
3.53392, 3.53392, 4, 4, -0.466076, -0.466076
3.7249, 3.7249, 4, 4, -0.275104, -0.275104
3.57914, 3.57914, 4, 4, -0.420856, -0.420856
0.729376, 0.729376, 1, 1, -0.270624, -0.270624
0.212047, 0.212047, -0, 0, 0.212047, 0.212047
3.43863, 3.43863, 4, 4, -0.561371, -0.561371
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
-0.023198, -0.023198, -3.33067e-16, 0, -0.023198, -0.023198
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
3.59871, 3.59871, 4, 4, -0.401293, -0.401293
0.631281, 0.631281, 1, 1, -0.368719, -0.368719
9, 9, 9, 9, 0, 0
3.42842, 3.42842, 4, 4, -0.571581, -0.571581
0.343821, 0.343821, 1, 1, -0.656179, -0.656179
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.54871, 9.54871, 10, 10, -0.451294, -0.451294
9.63276, 9.63276, 10, 10, -0.367242, -0.367242
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
3.63757, 3.63757, 4, 4, -0.362433, -0.362433
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
2.51191, 2.51191, 2, 2, 0.511907, 0.511907
9, 9, 9, 9, 0, 0
0.705744, 0.705744, 1, 1, -0.294256, -0.294256
9, 9, 9, 9, 0, 0
4.51492, 4.51492, 4.5, 4.5, 0.0149216, 0.0149216
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
1.12974, 1.12974, 2, 2, -0.870255, -0.870255
4.57236, 4.57236, 4.5, 4.5, 0.0723645, 0.0723645
2.03081, 2.03081, 2.5, 2.5, -0.469192, -0.469192
9.38343, 9.38343, 10, 10, -0.616573, -0.616573
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
3.61739, 3.61739, 4, 4, -0.382611, -0.382611
4.5, 4.5, 4.5, 4.5, 0, 0
3.09332, 3.09332, 3, 3, 0.0933159, 0.0933159
4.5, 4.5, 4.5, 4.5, 0, 0
9.0498, 9.0498, 9, 9, 0.0497996, 0.0497996
9, 9, 9, 9, 0, 0
10.4228, 10.4228, 12, 12, -1.57719, -1.57719
1.38437, 1.38437, 3, 3, -1.61563, -1.61563
3.46799, 3.46799, 4, 4, -0.532013, -0.532013
9, 9, 9, 9, 0, 0
9.58563, 9.58563, 10, 10, -0.414371, -0.414371
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
