0, 60, Diagonal
0.05, 30, Horizontal
0.1, 10, Horizontal
0.15, 5, Horizontal
0.2, 3, Horizontal
0.25, 3, Horizontal
0.3, 3, Horizontal
0.35, 3, Horizontal
0.4, 3, Horizontal
0.45, 3, Horizontal
0.5, 3, Horizontal
0.55, 3, Horizontal
0.6, 3, Horizontal
0.65, 3, Horizontal
0.7, 3, Horizontal
0.75, 1, Diagonal
0.8, 1, Diagonal
0.85, 1, Diagonal
0.9, 1, Diagonal
0.95, 1, Diagonal
1, 1, Diagonal
1.05, 1, Diagonal
1.1, 1, Diagonal
1.15, 1, Diagonal
1.2, 1, Diagonal
1.25, 1, Diagonal
1.3, 1, Diagonal
1.35, 1, Diagonal
1.4, 1, Diagonal
1.45, 1, Diagonal
1.5, 1, Diagonal
1.55, 1, Diagonal
1.6, 1, Diagonal
1.65, 1, Diagonal
1.7, 1, Diagonal
1.75, 1, Diagonal
1.8, 1, Diagonal
1.85, 1, Diagonal
1.9, 1, Diagonal
1.95, 1, Diagonal
2, 1, Diagonal
2.05, 1, Diagonal
2.1, 1, Diagonal
2.15, 1, Diagonal
2.2, 1, Diagonal
2.25, 1, Diagonal
2.3, 1, Diagonal
2.35, 1, Diagonal
2.4, 1, Diagonal
2.45, 1, Diagonal
2.5, 1, Diagonal
2.55, 1, Diagonal
2.6, 1, Diagonal
2.65, 1, Diagonal
2.7, 1, Diagonal
2.75, 1, Diagonal
2.8, 1, Diagonal
2.85, 1, Diagonal
2.9, 1, Diagonal
2.95, 1, Diagonal
3, 1, Diagonal
3.05, 1, Diagonal
3.1, 1, Diagonal
3.15, 1, Diagonal
3.2, 1, Diagonal
3.25, 1, Diagonal
3.3, 1, Diagonal
3.35, 1, Diagonal
3.4, 1, Diagonal
3.45, 1, Diagonal
3.5, 1, Diagonal
3.55, 1, Diagonal
3.6, 1, Diagonal
3.65, 1, Diagonal
3.7, 1, Diagonal
3.75, 1, Diagonal
3.8, 1, Diagonal
3.85, 1, Diagonal
3.9, 1, Diagonal
3.95, 1, Diagonal
4, 1, Diagonal
4.05, 1, Diagonal
4.1, 1, Diagonal
4.15, 1, Diagonal
4.2, 1, Diagonal
4.25, 1, Diagonal
4.3, 1, Diagonal
4.35, 1, Diagonal
4.4, 1, Diagonal
4.45, 1, Diagonal
4.5, 1, Diagonal
4.55, 1, Diagonal
4.6, 1, Diagonal
4.65, 1, Diagonal
4.7, 1, Diagonal
4.75, 1, Diagonal
4.8, 1, Diagonal
4.85, 1, Diagonal
4.9, 1, Diagonal
4.95, 1, Diagonal
5, 1, Diagonal
