0.03, 48, Diagonal
0.0304, 48, Diagonal
0.0308, 48, Diagonal
0.0312, 48, Diagonal
0.0316, 48, Diagonal
0.032, 48, Diagonal
0.0324, 48, Diagonal
0.0328, 48, Diagonal
0.0332, 48, Diagonal
0.0336, 48, Diagonal
0.034, 48, Diagonal
0.0344, 48, Diagonal
0.0348, 48, Diagonal
0.0352, 48, Diagonal
0.0356, 48, Diagonal
0.036, 48, Diagonal
0.0364, 48, Diagonal
0.0368, 48, Diagonal
0.0372, 48, Diagonal
0.0376, 48, Diagonal
0.038, 48, Diagonal
0.0384, 48, Diagonal
0.0388, 48, Diagonal
0.0392, 48, Diagonal
0.0396, 48, Diagonal
0.04, 48, Diagonal
0.0404, 48, Diagonal
0.0408, 48, Diagonal
0.0412, 48, Diagonal
0.0416, 48, Diagonal
0.042, 48, Diagonal
0.0424, 48, Diagonal
0.0428, 48, Diagonal
0.0432, 48, Diagonal
0.0436, 48, Diagonal
0.044, 24, Horizontal
0.0444, 24, Horizontal
0.0448, 24, Horizontal
0.0452, 24, Horizontal
0.0456, 24, Horizontal
0.046, 24, Horizontal
0.0464, 24, Horizontal
0.0468, 24, Horizontal
0.0472, 24, Horizontal
0.0476, 24, Horizontal
0.048, 24, Horizontal
0.0484, 24, Horizontal
0.0488, 24, Horizontal
0.0492, 24, Horizontal
0.0496, 24, Horizontal
