0, 48, Diagonal
0.0064, 48, Diagonal
0.0128, 48, Diagonal
0.0192, 48, Diagonal
0.0256, 48, Diagonal
0.032, 48, Diagonal
0.0384, 48, Diagonal
0.0448, 24, Horizontal
0.0512, 24, Horizontal
0.0576, 24, Horizontal
0.064, 24, Horizontal
0.0704, 12, Horizontal
0.0768, 12, Horizontal
0.0832, 8, Horizontal
0.0896, 8, Horizontal
0.096, 6, Horizontal
0.1024, 6, Horizontal
0.1088, 6, Horizontal
0.1152, 4, Horizontal
0.1216, 4, Horizontal
0.128, 4, Horizontal
0.1344, 4, Horizontal
0.1408, 3, Diagonal
0.1472, 3, Diagonal
0.1536, 3, Diagonal
0.16, 3, Diagonal
0.1664, 3, Diagonal
0.1728, 3, Diagonal
0.1792, 2, Diagonal
0.1856, 2, Diagonal
0.192, 2, Diagonal
0.1984, 2, Diagonal
0.2048, 2, Diagonal
0.2112, 2, Diagonal
0.2176, 2, Diagonal
0.224, 2, Diagonal
0.2304, 2, Diagonal
0.2368, 2, Diagonal
0.2432, 2, Diagonal
0.2496, 2, Diagonal
0.256, 2, Diagonal
0.2624, 2, Diagonal
0.2688, 2, Diagonal
0.2752, 2, Diagonal
0.2816, 2, Diagonal
0.288, 2, Diagonal
0.2944, 2, Diagonal
0.3008, 2, Diagonal
0.3072, 2, Diagonal
0.3136, 2, Diagonal
