T = 0.000000, n = 185463
T = 0.010000, n = 188002
T = 0.040000, n = 179121
T = 0.020000, n = 186083
T = 0.030000, n = 191513
T = 0.060000, n = 190431
T = 0.050000, n = 189078
T = 0.070000, n = 191533
T = 0.090000, n = 181567
T = 0.080000, n = 181571
T = 0.110000, n = 177565
T = 0.100000, n = 184829
T = 0.120000, n = 185923
T = 0.130000, n = 178601
T = 0.140000, n = 175878
T = 0.160000, n = 184081
T = 0.150000, n = 184239
T = 0.190000, n = 181603
T = 0.170000, n = 172129
T = 0.260000, n = 177613
T = 0.200000, n = 184104
T = 0.180000, n = 183436
T = 0.440000, n = 181478
T = 0.380000, n = 180558
T = 0.560000, n = 188279
T = 0.500000, n = 180869
T = 0.620000, n = 191503
T = 0.320000, n = 174730
T = 0.680000, n = 187179
T = 0.740000, n = 176820
T = 0.860000, n = 180356
T = 0.920000, n = 181551
T = 1.040000, n = 190034
T = 1.100000, n = 190270
T = 0.980000, n = 189174
T = 1.280000, n = 189469
T = 1.220000, n = 192077
T = 1.160000, n = 176838
T = 1.400000, n = 191824
T = 1.340000, n = 191811
T = 1.580000, n = 190024
T = 1.700000, n = 190035
T = 0.800000, n = 181404
T = 1.520000, n = 182884
T = 1.760000, n = 177468
T = 1.820000, n = 189954
T = 1.880000, n = 170191
T = 1.460000, n = 187277
T = 1.640000, n = 187493
T = 1.940000, n = 183906
T = 2.000000, n = 175111
