T = 0.008571, n = 181372
T = 0.000000, n = 179506
T = 0.017143, n = 170800
T = 0.025714, n = 186060
T = 0.060000, n = 178712
T = 0.051429, n = 170792
T = 0.034286, n = 188259
T = 0.068571, n = 192491
T = 0.077143, n = 178172
T = 0.042857, n = 178645
T = 0.085714, n = 181365
T = 0.102857, n = 181523
T = 0.094286, n = 188205
T = 0.111429, n = 178783
T = 0.120000, n = 191430
T = 0.145714, n = 181104
T = 0.137143, n = 179748
T = 0.171429, n = 181112
T = 0.205714, n = 181356
T = 0.222857, n = 188340
T = 0.231429, n = 188291
T = 0.214286, n = 188298
T = 0.128571, n = 179213
T = 0.265714, n = 191133
T = 0.180000, n = 183397
T = 0.257143, n = 192081
T = 0.282857, n = 192860
T = 0.162857, n = 182917
T = 0.248571, n = 181873
T = 0.188571, n = 188344
T = 0.197143, n = 188209
T = 0.291429, n = 174363
T = 0.274286, n = 192840
T = 0.308571, n = 192192
T = 0.317143, n = 191170
T = 0.300000, n = 182015
T = 0.240000, n = 185133
T = 0.342857, n = 190210
T = 0.351429, n = 179175
T = 0.325714, n = 177506
T = 0.334286, n = 190239
T = 0.360000, n = 191150
T = 0.377143, n = 174318
T = 0.368571, n = 188181
T = 0.394286, n = 181507
T = 0.385714, n = 174269
T = 0.154286, n = 53522
T = 0.420000, n = 181139
T = 0.411429, n = 186843
T = 0.402857, n = 185159
T = 0.428571, n = 185592
T = 0.437143, n = 191362
T = 0.454286, n = 192027
T = 0.445714, n = 192059
T = 0.480000, n = 174429
T = 0.505714, n = 181516
T = 0.471429, n = 188393
T = 0.522857, n = 178350
T = 0.497143, n = 179438
T = 0.488571, n = 180957
T = 0.514286, n = 179407
T = 0.540000, n = 179160
T = 0.548571, n = 177835
T = 0.531429, n = 184936
T = 0.557143, n = 178766
T = 0.565714, n = 192233
T = 0.574286, n = 180229
T = 0.582857, n = 182066
T = 0.462857, n = 53514
T = 0.600000, n = 192765
T = 0.591429, n = 53525
