0.02, 0.0197662, 0.000390758, 1.52779e-07
0, 0.00973427, 9.47559e-05, 8.97869e-09
0.03, 0.0199274, 0.000398231, 1.60384e-07
0.01, 0.0138748, 0.000193199, 3.78389e-08
0.04, 0.0340465, 0.00120624, 1.684e-06
0.1, 0.152133, 0.0231605, 0.000537892
0.09, 0.157245, 0.0247309, 0.000612115
0.05, 0.119101, 0.0145859, 0.000230876
0.08, 0.147941, 0.0219015, 0.000480978
0.11, 0.155705, 0.02428, 0.000592925
0.12, 0.164678, 0.027171, 0.000743874
0.06, 0.118348, 0.0140272, 0.000197856
0.14, 0.0916311, 0.00929115, 0.000121583
0.07, 0.126452, 0.016023, 0.000258803
0.15, 0.0528641, 0.00306736, 1.312e-05
0.13, 0.132811, 0.0177632, 0.000324096
0.18, 0.033952, 0.00129081, 2.37315e-06
0.16, 0.0403448, 0.00181254, 4.63088e-06
0.19, 0.030757, 0.00106821, 1.66124e-06
0.17, 0.0373662, 0.00156204, 3.47208e-06
0.2, 0.0291082, 0.000957951, 1.33995e-06
0.32, 0.0167344, 0.000332674, 1.82395e-07
0.26, 0.020655, 0.000496927, 3.88114e-07
0.38, 0.0145465, 0.000254995, 1.11035e-07
0.44, 0.0132292, 0.00021346, 8.04688e-08
0.5, 0.0122822, 0.000185775, 6.25899e-08
0.56, 0.0115459, 0.000165612, 5.08593e-08
0.62, 0.0109754, 0.000150498, 4.26936e-08
0.68, 0.0105405, 0.000139572, 3.73147e-08
0.74, 0.0101744, 0.000130459, 3.29994e-08
0.86, 0.00888797, 0.000100568, 2.02433e-08
0.8, 0.00986523, 0.000123121, 2.96998e-08
0.92, 0.00876959, 9.79683e-05, 1.92018e-08
0.98, 0.00870001, 9.63967e-05, 1.85674e-08
1.04, 0.00872701, 9.70043e-05, 1.8834e-08
1.16, 0.00872268, 9.68708e-05, 1.87835e-08
1.22, 0.0087218, 9.67864e-05, 1.86786e-08
1.28, 0.00871772, 9.685e-05, 1.88367e-08
1.34, 0.00872129, 9.68225e-05, 1.87187e-08
1.1, 0.00871179, 9.65887e-05, 1.86652e-08
1.4, 0.0087395, 9.72676e-05, 1.89134e-08
1.52, 0.00872766, 9.70381e-05, 1.88558e-08
1.46, 0.00874304, 9.74529e-05, 1.90913e-08
1.76, 0.0087533, 9.75761e-05, 1.90793e-08
1.7, 0.00876135, 9.78296e-05, 1.91672e-08
1.82, 0.00875038, 9.76287e-05, 1.91102e-08
1.64, 0.00873438, 9.72246e-05, 1.89709e-08
1.58, 0.00876937, 9.78302e-05, 1.90929e-08
1.88, 0.00876717, 9.78054e-05, 1.91189e-08
1.94, 0.00876143, 9.77895e-05, 1.91459e-08
2, 0.00875498, 9.7576e-05, 1.90265e-08
