T = 0.020000, n = 184514
T = 0.000000, n = 184449
T = 0.030000, n = 189349
T = 0.010000, n = 187308
T = 0.040000, n = 191951
T = 0.100000, n = 191023
T = 0.090000, n = 191000
T = 0.050000, n = 183496
T = 0.080000, n = 177591
T = 0.110000, n = 182210
T = 0.120000, n = 182400
T = 0.060000, n = 185972
T = 0.140000, n = 183633
T = 0.070000, n = 185924
T = 0.150000, n = 178164
T = 0.130000, n = 174453
T = 0.180000, n = 180264
T = 0.160000, n = 189565
T = 0.190000, n = 178262
T = 0.170000, n = 190084
T = 0.200000, n = 178776
T = 0.320000, n = 179493
T = 0.260000, n = 183959
T = 0.380000, n = 175624
T = 0.440000, n = 192403
T = 0.500000, n = 192430
T = 0.560000, n = 181114
T = 0.620000, n = 177789
T = 0.680000, n = 190333
T = 0.740000, n = 176040
T = 0.860000, n = 185383
T = 0.800000, n = 187494
T = 0.920000, n = 177598
T = 0.980000, n = 184061
T = 1.040000, n = 178400
T = 1.160000, n = 191576
T = 1.220000, n = 188985
T = 1.280000, n = 188959
T = 1.340000, n = 186353
T = 1.100000, n = 174544
T = 1.400000, n = 191421
T = 1.520000, n = 178059
T = 1.460000, n = 183476
T = 1.760000, n = 191573
T = 1.700000, n = 180170
T = 1.820000, n = 183019
T = 1.640000, n = 189484
T = 1.580000, n = 189500
T = 1.880000, n = 172267
T = 1.940000, n = 190906
T = 2.000000, n = 185601
