T = 0.520000, n = 603177
T = 0.640000, n = 603169
T = 0.530000, n = 597628
T = 0.630000, n = 600613
T = 0.620000, n = 602308
T = 0.650000, n = 591481
T = 0.590000, n = 598797
T = 0.580000, n = 598849
T = 0.610000, n = 592173
T = 0.600000, n = 592928
T = 0.500000, n = 593054
T = 0.540000, n = 595360
T = 0.550000, n = 608335
T = 0.510000, n = 582024
T = 0.570000, n = 601882
T = 0.560000, n = 601001
