T = 0.170000, n = 192792
T = 0.060000, n = 192666
T = 0.030000, n = 192665
T = 0.320000, n = 190714
T = 0.190000, n = 190774
T = 0.260000, n = 190746
T = 0.000000, n = 192734
T = 0.140000, n = 190956
T = 0.010000, n = 192664
T = 0.160000, n = 190929
T = 0.100000, n = 190975
T = 0.110000, n = 190928
T = 0.180000, n = 190721
T = 0.130000, n = 190979
T = 0.050000, n = 192647
T = 0.440000, n = 190769
T = 0.080000, n = 190962
T = 0.040000, n = 192679
T = 0.200000, n = 190745
T = 0.150000, n = 190935
T = 1.580000, n = 189362
T = 1.880000, n = 189358
T = 0.090000, n = 190944
T = 0.070000, n = 190955
T = 1.700000, n = 189333
T = 1.640000, n = 189357
T = 1.460000, n = 189352
T = 1.820000, n = 189322
T = 1.940000, n = 189353
T = 2.000000, n = 189304
T = 1.520000, n = 189341
T = 1.760000, n = 189332
T = 0.680000, n = 190249
T = 0.620000, n = 190231
T = 0.500000, n = 190234
T = 0.120000, n = 190944
T = 0.860000, n = 190204
T = 0.800000, n = 190225
T = 0.560000, n = 190169
T = 0.380000, n = 190704
T = 0.920000, n = 188441
T = 0.020000, n = 192683
T = 1.340000, n = 182814
T = 0.740000, n = 190199
T = 1.100000, n = 182852
T = 0.980000, n = 188218
T = 1.220000, n = 182817
T = 1.280000, n = 182793
T = 1.400000, n = 181486
T = 1.040000, n = 182862
T = 1.160000, n = 182849
