T = 0.017143, n = 177515
T = 0.025714, n = 176507
T = 0.034286, n = 177036
T = 0.008571, n = 190504
T = 0.000000, n = 189586
T = 0.042857, n = 181445
T = 0.051429, n = 184732
T = 0.085714, n = 177044
T = 0.068571, n = 194466
T = 0.060000, n = 184788
T = 0.077143, n = 191519
T = 0.102857, n = 188944
T = 0.094286, n = 187864
T = 0.111429, n = 189162
T = 0.145714, n = 192782
T = 0.154286, n = 192834
T = 0.137143, n = 180754
T = 0.120000, n = 190154
T = 0.162857, n = 192775
T = 0.180000, n = 192377
T = 0.188571, n = 177503
T = 0.171429, n = 181377
T = 0.205714, n = 183914
T = 0.222857, n = 180704
T = 0.214286, n = 178273
T = 0.197143, n = 183911
T = 0.248571, n = 187123
T = 0.231429, n = 190509
T = 0.240000, n = 187179
T = 0.257143, n = 180924
T = 0.265714, n = 192793
T = 0.274286, n = 187942
T = 0.291429, n = 190640
T = 0.282857, n = 187806
T = 0.128571, n = 53513
T = 0.308571, n = 181106
T = 0.317143, n = 180580
T = 0.300000, n = 190418
T = 0.325714, n = 177124
T = 0.334286, n = 178960
T = 0.342857, n = 180066
T = 0.351429, n = 179229
T = 0.368571, n = 189782
T = 0.394286, n = 180297
T = 0.377143, n = 190953
T = 0.385714, n = 180885
T = 0.360000, n = 187548
T = 0.402857, n = 180591
T = 0.411429, n = 181380
T = 0.420000, n = 188247
T = 0.428571, n = 191405
T = 0.437143, n = 176348
T = 0.445714, n = 190379
T = 0.454286, n = 180838
T = 0.462857, n = 176035
T = 0.471429, n = 179098
T = 0.497143, n = 191097
T = 0.488571, n = 187842
T = 0.480000, n = 188268
T = 0.505714, n = 179203
T = 0.522857, n = 189879
T = 0.531429, n = 190445
T = 0.540000, n = 174078
T = 0.514286, n = 53416
T = 0.557143, n = 177885
T = 0.565714, n = 192530
T = 0.574286, n = 173981
T = 0.548571, n = 177953
T = 0.582857, n = 187919
T = 0.600000, n = 185053
T = 0.591429, n = 185029
