1	-32772.3
2	-33176.3
3	-31555.7
4	-30129.1
5	-28991
6	-28080.7
10	-25766.3
12	-25048.8
15	-24254.5
20	-23363.5
30	-22342.3
60	-21120.4
120	-19366.8
Ground State: h = 2
