0, -nan, -nan, -nan
0.005, -nan, -nan, -nan
0.01, -nan, -nan, -nan
0.015, -nan, -nan, -nan
0.02, -nan, -nan, -nan
0.025, -nan, -nan, -nan
0.03, -nan, -nan, -nan
0.035, -nan, -nan, -nan
0.04, -nan, -nan, -nan
0.045, -nan, -nan, -nan
0.05, -nan, -nan, -nan
0.055, -nan, -nan, -nan
0.06, -nan, -nan, -nan
0.065, -nan, -nan, -nan
0.07, -nan, -nan, -nan
0.075, -nan, -nan, -nan
0.08, -nan, -nan, -nan
0.085, -nan, -nan, -nan
0.09, -nan, -nan, -nan
0.095, -nan, -nan, -nan
0.1, -nan, -nan, -nan
0.15, -nan, -nan, -nan
0.2, -nan, -nan, -nan
0.25, -nan, -nan, -nan
0.3, -nan, -nan, -nan
0.35, -nan, -nan, -nan
0.4, 0.0100912, 0.000362542, 8.74932e-07
0.45, 0.0118172, 0.000237108, 1.67137e-07
0.5, 0.0121449, 0.000198289, 8.41395e-08
0.55, 0.0115222, 0.000170211, 5.81613e-08
0.6, 0.0108731, 0.000149892, 4.48705e-08
0.65, 0.0102127, 0.000131316, 3.34559e-08
0.7, 0.0100188, 0.000125278, 3.02203e-08
0.75, 0.0104866, 0.000136594, 3.7305e-08
0.8, 0.00859622, 9.43154e-05, 1.71154e-08
0.85, 0.0088181, 9.79072e-05, 1.85795e-08
0.9, 0.00775344, 7.68063e-05, 1.16943e-08
0.95, 0.0081501, 8.2279e-05, 1.32038e-08
1, 0.00777666, 7.59451e-05, 1.13482e-08
1.25, 0.00705647, 6.47279e-05, 8.83775e-09
1.5, 0.00712313, 6.36444e-05, 7.74756e-09
1.75, 0.00689064, 5.93422e-05, 6.64786e-09
2, 0.00699008, 6.21979e-05, 7.55617e-09
2.25, 0.00686706, 6.01998e-05, 7.43633e-09
2.5, 0.00684851, 5.91921e-05, 6.88531e-09
2.75, 0.00709286, 6.37962e-05, 7.9524e-09
3, 0.00719766, 6.37308e-05, 7.36851e-09
3.25, 0.00723911, 6.71716e-05, 9.26183e-09
3.5, 0.00687883, 6.09426e-05, 7.59644e-09
3.75, 0.00687211, 6.15287e-05, 8.11522e-09
4, 0.00699021, 6.11887e-05, 7.17704e-09
0.7, 0.00884049, 9.92355e-05, 1.9595e-08
0.7, 0.0088445, 9.90273e-05, 1.94288e-08
0.72, 0.00883246, 9.98023e-05, 2.02512e-08
0.74, 0.00842347, 8.92349e-05, 1.52451e-08
0.76, 0.0084097, 8.93538e-05, 1.56515e-08
0.78, 0.00811332, 8.37643e-05, 1.41089e-08
0.8, 0.00787121, 7.8486e-05, 1.22385e-08
0.82, 0.00783592, 7.8698e-05, 1.27186e-08
0.84, 0.00770709, 7.60151e-05, 1.14889e-08
0.86, 0.00769045, 7.58655e-05, 1.17688e-08
