T = 0.000000, n = 189524
T = 0.030000, n = 183941
T = 0.010000, n = 189901
T = 0.040000, n = 180841
T = 0.020000, n = 187300
T = 0.070000, n = 179149
T = 0.060000, n = 182925
T = 0.080000, n = 188806
T = 0.050000, n = 171094
T = 0.090000, n = 178877
T = 0.100000, n = 177839
T = 0.130000, n = 183704
T = 0.120000, n = 178057
T = 0.110000, n = 176870
T = 0.140000, n = 191614
T = 0.150000, n = 178884
T = 0.170000, n = 186379
T = 0.160000, n = 183646
T = 0.180000, n = 182553
T = 0.200000, n = 191739
T = 0.190000, n = 183133
T = 0.440000, n = 185344
T = 0.260000, n = 184446
T = 0.380000, n = 187261
T = 0.500000, n = 184466
T = 0.560000, n = 182650
T = 0.620000, n = 178857
T = 0.680000, n = 183672
T = 0.740000, n = 185989
T = 0.320000, n = 185317
T = 0.800000, n = 184215
T = 0.920000, n = 178303
T = 1.040000, n = 184014
T = 1.100000, n = 188218
T = 1.220000, n = 178342
T = 1.160000, n = 178338
T = 1.400000, n = 185086
T = 1.280000, n = 178108
T = 1.340000, n = 178126
T = 0.860000, n = 184008
T = 0.980000, n = 181891
T = 1.460000, n = 191886
T = 1.520000, n = 185195
T = 1.580000, n = 185748
T = 1.640000, n = 187968
T = 1.760000, n = 192244
T = 2.000000, n = 187480
T = 1.880000, n = 190427
T = 1.700000, n = 178947
T = 1.820000, n = 174851
T = 1.940000, n = 190722
