T = 0.070000, n = 72
T = 0.070000, n = 64
T = 0.070000, n = 65
T = 0.070000, n = 63
T = 0.070000, n = 64
T = 0.070000, n = 66
T = 0.070000, n = 34135
T = 0.070000, n = 34284
T = 0.070000, n = 34116
T = 0.070000, n = 34493
T = 0.070000, n = 33678
T = 0.070000, n = 34148
T = 0.070000, n = 34202
T = 0.070000, n = 34076
T = 0.070000, n = 33759
T = 0.070000, n = 34141
T = 0.070000, n = 6646
