0, nan, 1, 1.75, nan, nan
0.083333, nan, 0.6, 1.75, nan, nan
0.166667, nan, 0.65, 1.75, nan, nan
0.2500000, nan, 0.6, 1.75, nan, nan
0.333333, nan, 0.55, 1.75, nan, nan
0.416667, nan, 0.6, 1.75, nan, nan
0.500000, 0.25, 0.5, 1.65, nan, nan
0.583333, 0.15, 0.5, 1.75, nan, nan
0.666667, 0.15, 0.5, 1.75, nan, nan
0.750000, 0.15, nan, 1.5, 0.5, nan
0.833333, 0.15, nan, 1.5, 0.5, nan
0.916667, 0.15, nan, 1.75, 0.4, nan
1.000000, 0.09, nan, 1.75, 0.5, nan
1.083333, 0.1, nan, 1.75, 0.55, nan
1.166667, 0.1, nan, 1.75, 0.7, nan
1.250000, 0.3, nan, 1.75, 0.8, nan
1.333333, 0.09, nan, 1.75, 0.9, nan
1.416667, 0.35, nan, 1.75, 0.95, nan
1.500000, 0.09, nan, 1.75, 1, nan
1.583333, 0.1, nan, 1.75, 0.7, nan
1.666667, 0.2, nan, 1.75, 1.2, nan
1.750000, 0.15, nan, 1.25, 0.75, nan
1.833333, 0.15, nan, 1.75, 0.45, nan
1.916667, 0.15, nan, 1.5, 0.45, nan
2.000000, 0.15, nan, nan, 0.35, 1.5
2.083333, 0.1, nan, nan, 0.5, 1.5
2.166667, 0.15, nan, nan, 0.45, 1.6
2.250000, 0.15, nan, nan, 0.3, 1.75
2.333333, 0.2, nan, nan, 0.4, 1.75
2.416667, 0.15, nan, nan, nan, 1.75
2.500000, 0.15, nan, nan, nan, 2
