1	-33213.7
2	-32862.5
3	-30795.2
4	-29076.8
5	-27732.2
6	-26667.4
10	-23989.2
12	-23165.4
15	-22256.1
20	-21239.5
30	-20078.1
60	-18693.7
Ground State: h = 1
