T = 0.160000, n = 191070
T = 0.120000, n = 191054
T = 0.140000, n = 191077
T = 0.050000, n = 193534
T = 0.040000, n = 193571
T = 0.130000, n = 191045
T = 2.000000, n = 191122
T = 0.170000, n = 191056
T = 0.150000, n = 191100
T = 1.880000, n = 191108
T = 0.500000, n = 190473
T = 1.820000, n = 191115
T = 1.160000, n = 191565
T = 0.620000, n = 190442
T = 0.560000, n = 190493
T = 0.090000, n = 184170
T = 1.760000, n = 191102
T = 1.940000, n = 191129
T = 0.800000, n = 191591
T = 0.920000, n = 191583
T = 1.400000, n = 187277
T = 0.080000, n = 184194
T = 1.040000, n = 191572
T = 1.100000, n = 191561
T = 1.460000, n = 187310
T = 0.100000, n = 184190
T = 0.070000, n = 184160
T = 1.580000, n = 187304
T = 1.340000, n = 187295
T = 1.640000, n = 187273
T = 1.520000, n = 187317
T = 0.440000, n = 190476
T = 1.280000, n = 187302
T = 0.030000, n = 193553
T = 0.680000, n = 190452
T = 1.220000, n = 187684
T = 0.860000, n = 191575
T = 0.060000, n = 184178
T = 0.740000, n = 190738
T = 0.980000, n = 191578
T = 0.010000, n = 190797
T = 0.200000, n = 182018
T = 0.260000, n = 182044
T = 0.190000, n = 182046
T = 0.180000, n = 182042
T = 0.110000, n = 184155
T = 0.380000, n = 181889
T = 0.320000, n = 182054
T = 0.020000, n = 191605
T = 1.700000, n = 186016
T = 0.000000, n = 186580
