0.02, 0, -0.803045
0.015, 0, -0.826333
0.05, 0, -0.903646
0.075, 0, -0.909561
0.065, 0, -0.907421
0.43, 0, -0.846058
0.45, 0, -0.842875
0.07, 0, -0.909052
0.185, 0, -0.895456
0.085, 0, -0.909621
0.14, 0, -0.906632
0.135, 0, -0.905431
0.055, 0, -0.908746
0.51, 0, -0.832307
0.08, 0, -0.909495
0.52, 0, -0.830583
0.435, 0, -0.845302
0.525, 0, -0.829748
0.3, 0, -0.867718
0.145, 0, -0.904466
0.515, 0, -0.831536
0.06, 0, -0.909301
0.445, 0, -0.843616
0.44, 0, -0.844502
0.13, 0, -0.90655
0.295, 0, -0.868637
0.12, 0, -0.907234
0.125, 0, -0.907664
0.26, 0, -0.874463
0.405, 0, -0.850424
0.265, 0, -0.873839
0.4, 0, -0.851195
0.395, 0, -0.852137
0.38, 0, -0.854428
0.29, 0, -0.869389
0.305, 0, -0.867058
0.475, 0, -0.838421
0.48, 0, -0.837507
0.39, 0, -0.85274
0.275, 0, -0.872146
0.385, 0, -0.853685
0.28, 0, -0.871223
0.415, 0, -0.848674
0.42, 0, -0.847911
0.27, 0, -0.873025
0.425, 0, -0.846954
0.285, 0, -0.87047
0.41, 0, -0.849445
0.89, 0, -0.76145
0.605, 0, -0.815239
0.635, 0, -0.80958
0.685, 0, -0.800244
0.61, 0, -0.814163
0.195, 0, -0.888809
0.19, 0, -0.889805
0.68, 0, -0.801127
0.645, 0, -0.807758
0.69, 0, -0.799307
0.21, 0, -0.884832
0.64, 0, -0.808616
0.675, 0, -0.802284
0.63, 0, -0.810599
0.945, 0, -0.751072
0.885, 0, -0.762549
1.005, 0, -0.740438
0.2, 0, -0.889302
0.975, 0, -0.745738
1, 0, -0.741144
0.99, 0, -0.743149
0.98, 0, -0.744659
0.985, 0, -0.743767
0.205, 0, -0.886217
1.01, 0, -0.739251
0.94, 0, -0.752165
0.615, 0, -0.81332
0.505, 0, -0.833234
0.485, 0, -0.836806
0.625, 0, -0.811431
0.935, 0, -0.753294
0.175, 0, -0.894566
0.5, 0, -0.834072
0.62, 0, -0.812293
0.865, 0, -0.766295
0.67, 0, -0.802826
0.495, 0, -0.835033
0.875, 0, -0.764214
0.88, 0, -0.763397
0.165, 0, -0.904036
0.155, 0, -0.901671
0.49, 0, -0.835937
1.075, 0, -0.727767
0.995, 0, -0.742064
0.655, 0, -0.805807
1.07, 0, -0.728634
0.665, 0, -0.803879
0.66, 0, -0.805
1.08, 0, -0.726973
0.16, 0, -0.904883
0.65, 0, -0.806815
0.15, 0, -0.90198
0.96, 0, -0.748638
0.955, 0, -0.749548
1.125, 0, -0.719088
0.97, 0, -0.746664
1.06, 0, -0.730318
0.04, 0, -0.893983
0.045, 0, -0.897988
1.055, 0, -0.731467
0.95, 0, -0.750307
0.035, 0, -0.895582
0.17, 0, -0.893363
1.045, 0, -0.733128
0.965, 0, -0.747613
1.065, 0, -0.729231
1.05, 0, -0.732157
0.92, 0, -0.756007
0.925, 0, -0.754862
0.915, 0, -0.756716
1.13, 0, -0.718187
1.135, 0, -0.717206
0.93, 0, -0.753909
1.14, 0, -0.71662
0.18, 0, -0.892915
0.03, 0, -0.851247
1.18, 0, -0.7096
0.025, 0, -0.770978
1.195, 0, -0.707063
1.2, 0, -0.706098
1.23, 0, -0.701258
1.025, 0, -0.736718
1.115, 0, -0.720734
1.11, 0, -0.721598
1.02, 0, -0.737776
0.465, 0, -0.840171
1.235, 0, -0.70017
1.015, 0, -0.738387
0.46, 0, -0.841103
0.47, 0, -0.839328
1.21, 0, -0.704586
1.215, 0, -0.703781
1.12, 0, -0.719863
1.22, 0, -0.702756
1.205, 0, -0.705402
1.225, 0, -0.701563
0.895, 0, -0.76064
0.01, 0, -0.750599
0.905, 0, -0.758752
0.9, 0, -0.759779
0.25, 0, -0.876675
0.36, 0, -0.857856
0.355, 0, -0.858718
0.235, 0, -0.879378
0.24, 0, -0.878307
0.225, 0, -0.881724
0.255, 0, -0.875908
0.35, 0, -0.859607
0.34, 0, -0.86126
0.365, 0, -0.857029
0.23, 0, -0.879694
0.345, 0, -0.860296
0.375, 0, -0.855272
0.1, 0, -0.909012
0.37, 0, -0.856193
0.32, 0, -0.864463
0.85, 0, -0.76892
0.315, 0, -0.86548
0.22, 0, -0.882268
0.11, 0, -0.90767
0.86, 0, -0.767103
0.31, 0, -0.866071
0.245, 0, -0.877414
0.855, 0, -0.76807
0.105, 0, -0.909339
0.325, 0, -0.863949
0.215, 0, -0.884318
0.335, 0, -0.862038
0.115, 0, -0.907496
0.33, 0, -0.862911
0.54, 0, -0.827032
0.535, 0, -0.827809
0.91, 0, -0.757732
0.585, 0, -0.81892
0.555, 0, -0.824447
0.53, 0, -0.828895
0.56, 0, -0.823489
0.55, 0, -0.825311
0.59, 0, -0.81802
0.545, 0, -0.82612
0.575, 0, -0.820688
0.76, 0, -0.785933
0.75, 0, -0.788078
0.82, 0, -0.77467
0.57, 0, -0.821553
0.755, 0, -0.787067
0.565, 0, -0.822731
0.825, 0, -0.773724
0.58, 0, -0.819698
0.745, 0, -0.788877
0.815, 0, -0.775553
0.74, 0, -0.789797
0.455, 0, -0.841948
0.81, 0, -0.776568
0.595, 0, -0.81697
0.6, 0, -0.816074
0.765, 0, -0.785138
0.78, 0, -0.78218
0.77, 0, -0.783991
0.8, 0, -0.778558
0.775, 0, -0.783148
0.725, 0, -0.792607
0.72, 0, -0.793535
0.73, 0, -0.791738
0.09, 0, -0.90945
0.715, 0, -0.794567
0.095, 0, -0.90914
