T = 0.500000, n = 191319
T = 0.510000, n = 189245
T = 0.520000, n = 190589
T = 0.530000, n = 191956
T = 0.550000, n = 192493
T = 0.540000, n = 190552
T = 0.560000, n = 192888
T = 0.580000, n = 192766
T = 0.570000, n = 191174
T = 0.590000, n = 186009
T = 0.600000, n = 192731
T = 0.610000, n = 191404
T = 0.620000, n = 191693
T = 0.630000, n = 190562
T = 0.650000, n = 188369
T = 0.640000, n = 188221
