1.94, -1.36002, -0.0186323
0.11, -2.63427, 0.23001
0.1, -2.64209, 0.234827
0.07, -2.66236, 0.237378
1.82, -1.48945, -0.0168244
1.34, -2.00523, 0.0021973
1.04, -2.17409, 0.0207714
0.03, -2.66751, 0.245628
1.4, -1.96046, -0.000841209
1.52, -1.85153, -0.00651586
1.64, -1.70887, -0.0117013
1.46, -1.91015, -0.00371992
1.22, -2.08149, 0.00883973
0.62, -2.34232, 0.0645811
0.56, -2.36565, 0.0742095
0.02, -2.67594, 0.256006
0.5, -2.3903, 0.0854675
1.16, -2.11479, 0.0125147
0.44, -2.41722, 0.098877
0.19, -2.57712, 0.192853
0.26, -2.52422, 0.159771
0.17, -2.59216, 0.202575
0.38, -2.44783, 0.115283
0.18, -2.5847, 0.197726
2, -1.30055, -0.0192175
0.92, -2.22648, 0.0304808
0.06, -2.66498, 0.238623
1.58, -1.7842, -0.0092148
1.88, -1.42257, -0.0178585
0.8, -2.27409, 0.0419966
0.05, -2.66583, 0.239046
0.09, -2.65465, 0.241949
0.32, -2.48313, 0.13532
0.2, -2.56957, 0.188029
0.14, -2.61378, 0.216746
0.08, -2.65838, 0.232997
0.13, -2.62073, 0.221281
0.74, -2.29691, 0.0486682
0.04, -2.66594, 0.240982
1.76, -1.55974, -0.0155155
0, -2.67969, 0.263865
1.28, -2.04522, 0.00541552
1.1, -2.1455, 0.0164887
0.12, -2.62751, 0.225699
0.15, -2.60675, 0.212122
0.86, -2.25072, 0.035961
0.01, -2.68421, 0.267033
1.7, -1.63379, -0.0137993
0.68, -2.31955, 0.0561243
0.98, -2.20086, 0.0253799
