T = 0.020000, n = 192842
T = 0.050000, n = 192667
T = 0.040000, n = 192620
T = 0.010000, n = 190476
T = 0.000000, n = 190513
T = 0.030000, n = 189343
T = 0.070000, n = 192690
T = 0.060000, n = 192993
T = 0.100000, n = 191815
T = 0.110000, n = 184719
T = 0.080000, n = 53534
T = 0.140000, n = 192795
T = 0.130000, n = 192737
T = 0.090000, n = 53524
T = 0.120000, n = 193044
T = 0.180000, n = 192597
T = 0.170000, n = 192553
T = 0.210000, n = 187488
T = 0.220000, n = 187520
T = 0.230000, n = 191903
T = 0.240000, n = 192360
T = 0.270000, n = 192063
T = 0.260000, n = 190686
T = 0.250000, n = 191485
T = 0.300000, n = 192981
T = 0.290000, n = 192057
T = 0.320000, n = 192203
T = 0.310000, n = 188819
T = 0.330000, n = 185157
T = 0.340000, n = 190955
T = 0.350000, n = 192951
T = 0.360000, n = 184889
T = 0.380000, n = 192267
T = 0.370000, n = 192589
T = 0.400000, n = 192888
T = 0.390000, n = 191461
T = 0.410000, n = 191621
T = 0.420000, n = 190596
T = 0.430000, n = 188397
T = 0.470000, n = 189479
T = 0.480000, n = 189524
T = 0.490000, n = 189545
T = 0.510000, n = 191591
T = 0.500000, n = 191518
T = 0.460000, n = 181436
T = 0.550000, n = 192442
T = 0.540000, n = 192100
T = 0.520000, n = 188163
T = 0.530000, n = 191022
T = 0.560000, n = 190136
T = 0.590000, n = 192468
T = 0.580000, n = 190103
T = 0.600000, n = 187464
