T = 0.980000, n = 180769
T = 0.740000, n = 181293
T = 0.680000, n = 181252
T = 1.160000, n = 182135
T = 1.100000, n = 182098
T = 0.100000, n = 201087
T = 1.040000, n = 182103
T = 0.050000, n = 189971
T = 1.520000, n = 191639
T = 0.030000, n = 189604
T = 0.040000, n = 189962
T = 1.700000, n = 196475
T = 0.320000, n = 176971
T = 0.000000, n = 192902
T = 1.400000, n = 181952
T = 1.640000, n = 196505
T = 0.260000, n = 176968
T = 0.170000, n = 176384
T = 0.010000, n = 192853
T = 0.800000, n = 182015
T = 0.620000, n = 185541
T = 1.460000, n = 181936
T = 0.860000, n = 181992
T = 0.060000, n = 189967
T = 0.020000, n = 192863
T = 0.920000, n = 182016
T = 0.560000, n = 185564
T = 0.180000, n = 177263
T = 0.440000, n = 181337
T = 1.220000, n = 181975
T = 0.500000, n = 181348
T = 1.340000, n = 181983
T = 0.380000, n = 181235
T = 0.160000, n = 176397
T = 0.190000, n = 177258
T = 1.280000, n = 181981
T = 0.120000, n = 182623
T = 1.880000, n = 187455
T = 0.110000, n = 201038
T = 1.760000, n = 186566
T = 0.140000, n = 190558
T = 0.070000, n = 172298
T = 0.150000, n = 176237
T = 0.080000, n = 174547
T = 0.200000, n = 176980
T = 1.820000, n = 186533
T = 0.130000, n = 190520
T = 0.090000, n = 189884
T = 1.940000, n = 187435
T = 2.000000, n = 190998
T = 1.580000, n = 191677
