T = 0.200000, n = 192760
T = 0.160000, n = 192086
T = 0.130000, n = 190855
T = 0.170000, n = 192744
T = 0.180000, n = 192729
T = 0.120000, n = 190843
T = 1.580000, n = 189973
T = 1.820000, n = 189979
T = 1.460000, n = 190004
T = 0.150000, n = 192103
T = 1.520000, n = 190006
T = 1.640000, n = 190018
T = 1.700000, n = 190000
T = 0.110000, n = 191672
T = 0.050000, n = 192497
T = 0.040000, n = 192485
T = 1.760000, n = 189941
T = 0.020000, n = 192472
T = 0.010000, n = 192486
T = 0.100000, n = 191639
T = 0.080000, n = 191685
T = 0.140000, n = 192110
T = 1.940000, n = 189971
T = 0.030000, n = 192462
T = 2.000000, n = 189960
T = 0.000000, n = 192576
T = 1.340000, n = 191627
T = 0.070000, n = 191662
T = 0.320000, n = 185082
T = 0.500000, n = 185087
T = 0.800000, n = 185048
T = 0.380000, n = 185156
T = 0.440000, n = 185066
T = 0.560000, n = 185045
T = 0.740000, n = 185050
T = 0.620000, n = 185043
T = 1.880000, n = 189969
T = 0.680000, n = 185073
T = 0.090000, n = 191633
T = 0.060000, n = 192469
T = 1.400000, n = 191687
T = 0.190000, n = 192750
T = 0.260000, n = 185058
T = 1.100000, n = 184528
T = 1.280000, n = 184534
T = 0.920000, n = 184520
T = 0.980000, n = 184479
T = 1.160000, n = 184475
T = 1.220000, n = 184465
T = 0.860000, n = 184506
T = 1.040000, n = 184495
