T = 0.000000, n = 187984
T = 0.020000, n = 192044
T = 0.010000, n = 192026
T = 0.030000, n = 191486
T = 0.040000, n = 192136
T = 0.050000, n = 180655
T = 0.060000, n = 180675
T = 0.090000, n = 191931
T = 0.080000, n = 191977
T = 0.070000, n = 185547
T = 0.100000, n = 191793
T = 0.120000, n = 183185
T = 0.110000, n = 191224
T = 0.140000, n = 190363
T = 0.150000, n = 190367
T = 0.130000, n = 177581
T = 0.180000, n = 180667
T = 0.170000, n = 191045
T = 0.160000, n = 189956
T = 0.260000, n = 178586
T = 0.190000, n = 185180
T = 0.380000, n = 180156
T = 0.200000, n = 190999
T = 0.320000, n = 180231
T = 0.440000, n = 179875
T = 0.500000, n = 179201
T = 0.560000, n = 175395
T = 0.620000, n = 192936
T = 0.680000, n = 192696
T = 0.740000, n = 192943
T = 0.860000, n = 178626
T = 0.800000, n = 178638
T = 0.920000, n = 187798
T = 0.980000, n = 189664
T = 1.040000, n = 191196
T = 1.100000, n = 192075
T = 1.160000, n = 190358
T = 1.220000, n = 180634
T = 1.280000, n = 180666
T = 1.400000, n = 188057
T = 1.340000, n = 186801
T = 1.460000, n = 175599
T = 1.520000, n = 190407
T = 1.640000, n = 179201
T = 1.580000, n = 185956
T = 1.700000, n = 190064
T = 1.760000, n = 186375
T = 1.820000, n = 185583
T = 1.940000, n = 187071
T = 1.880000, n = 186380
T = 2.000000, n = 184093
