T = 0.110000, n = 192754
T = 0.120000, n = 192680
T = 0.050000, n = 193044
T = 0.240000, n = 189636
T = 0.370000, n = 192596
T = 0.400000, n = 192490
T = 0.130000, n = 189878
T = 0.140000, n = 189877
T = 0.490000, n = 193004
T = 0.380000, n = 192460
T = 0.010000, n = 192629
T = 0.040000, n = 191664
T = 0.260000, n = 190387
T = 0.170000, n = 189271
T = 0.280000, n = 196202
T = 0.180000, n = 189238
T = 0.160000, n = 191631
T = 0.150000, n = 191868
T = 0.210000, n = 191648
T = 0.030000, n = 192496
T = 0.470000, n = 191351
T = 0.510000, n = 189836
T = 0.320000, n = 192781
T = 0.000000, n = 192722
T = 0.560000, n = 190965
T = 0.570000, n = 192486
T = 0.330000, n = 192736
T = 0.500000, n = 189806
T = 0.440000, n = 192444
T = 0.220000, n = 190445
T = 0.290000, n = 192814
T = 0.190000, n = 190360
T = 0.300000, n = 192870
T = 0.430000, n = 192507
T = 0.250000, n = 189584
T = 0.100000, n = 192474
T = 0.540000, n = 191595
T = 0.070000, n = 191345
T = 0.530000, n = 191579
T = 0.410000, n = 192290
T = 0.020000, n = 190614
T = 0.090000, n = 184291
T = 0.200000, n = 190374
T = 0.360000, n = 192601
T = 0.390000, n = 192462
T = 0.480000, n = 191392
T = 0.350000, n = 190463
T = 0.230000, n = 190927
T = 0.590000, n = 189571
T = 0.060000, n = 187296
T = 0.340000, n = 190464
T = 0.520000, n = 189821
T = 0.580000, n = 188595
T = 0.460000, n = 190445
T = 0.080000, n = 184319
T = 0.270000, n = 190416
T = 0.450000, n = 186938
T = 0.550000, n = 191642
T = 0.310000, n = 192907
T = 0.420000, n = 192674
T = 0.600000, n = 192728
