1	-28932.4
2	-35905.9
3	-38171.9
4	-39284.3
5	-39942.4
6	-40376
10	-41226.9
12	-41435
15	-41640.5
20	-41842.8
30	-42040.7
60	-42232
120	-42405.6
Ground State: h = 120
