1	-29859.3
2	-35247
3	-36574.9
4	-37074.4
5	-37298.9
6	-37408.2
10	-37495
12	-37479.7
15	-37443.9
20	-37382.3
30	-37286
60	-37136.1
120	-36844.5
Ground State: h = 10
