1	-31845.5
2	-33835.1
3	-33152.7
4	-32339
5	-31634.4
6	-31048.5
10	-29498.1
12	-29004.1
15	-28451.1
20	-27824
30	-27097.1
60	-26216.3
120	-24927.9
Ground State: h = 2
