1	-32639.9
2	-33270.4
3	-31783.9
4	-30444.8
5	-29368.6
6	-28504.7
10	-26299.4
12	-25613.9
15	-24854
20	-24000.8
30	-23021.6
60	-21848.4
120	-20161.3
Ground State: h = 2
